customer_tweet_id,customer_text,brand_reply_id,brand_reply_text
5793.0,@AmazonHelp I’m trying off my fire stick,5794,@117089 I'd recommend restarting your Fire Stick by unplugging it from the TV and wall outlet. If that doesn't work... (1/2)
6958.0,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",6956,"@117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR"
6957.0,@AmazonHelp Please call me,6959,"@117198 If you follow the link ^RR provided, we'd love to give you a call. ^MH"
6960.0,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,6962,@117198 Hi there!  We are not able to see customer's account information here on Twitter.  Please reach out to us by calling 866-216-1072 and keep us updated on the outcome! ^SP
6963.0,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",6964,@117198 You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF
8511.0,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,8510,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC"
8515.0,"@AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio",8517,"@117495 Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles. ^LG"
8524.0,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,8523,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD"
8526.0,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0,8528,"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM"
8529.0,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,8530,"@117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is.  ^SY"
8531.0,@AmazonHelp Okay....what information do you need to be able to help then???,8533,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS"
8532.0,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk,8534,@117498 It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then. ^PK
8581.0,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,8580,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here:

https://t.co/dexHjftwpD

-RD"
9119.0,"@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)",9121,"@117631 Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE"
9125.0,@AmazonHelp I'm UK based. Are the contact details the same?,9122,@117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR
